model,strategy,run_id,model_key,preset,evaluation_split,eval_size,eval_per_label,max_new_tokens,decision_max_new_tokens,do_sample,temperature,top_p,repetition_penalty,max_question_chars,max_answer_chars,max_intermediate_chars,include_evasion_taxonomy,enable_thinking,generator_backend,calls_per_example,required_core,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,f1_micro,invalid_rate,truth_clear_reply,truth_ambivalent,truth_clear_non_reply,truth___invalid__,pred_clear_reply,pred_ambivalent,pred_clear_non_reply,pred___invalid__,majority_label,majority_accuracy,accuracy_minus_majority,valid_rate,parse_json,parse_single_mention,parse_invalid,parse_final_mention,question_intent_generation_chars_mean,question_intent_generation_chars_max,answer_content_generation_chars_mean,answer_content_generation_chars_max,gap_evasion_generation_chars_mean,gap_evasion_generation_chars_max,decision_generation_chars_mean,decision_generation_chars_max,parse_json_field_fragment
Qwen/Qwen3.5-0.8B,single-agent,qwen-0.8b_single-agent,qwen-0.8b,full,validation,30.0,10.0,96.0,48.0,False,0.0,1.0,1.0,300.0,900.0,1200.0,True,False,auto,1.0,False,0.3666666666666666,0.44,0.3666666666666667,0.3062271062271062,0.3062271062271062,0.3666666666666666,0.0,10.0,10.0,10.0,0.0,25.0,2.0,3.0,0.0,Clear Non-Reply,0.3333333333333333,0.0333333333333333,1.0,2.0,27.0,,1.0,,,,,,,218.33333333333331,252.0,
Qwen/Qwen3.5-0.8B,d3-agentic,qwen-0.8b_d3-agentic,qwen-0.8b,full,validation,30.0,10.0,96.0,48.0,False,0.0,1.0,1.0,300.0,900.0,1200.0,True,False,auto,4.0,True,0.3,0.20833333333333334,0.3,0.22058823529411764,0.22058823529411764,0.3,0.0,10.0,10.0,10.0,0.0,6.0,24.0,0.0,0.0,Clear Non-Reply,0.3333333333333333,-0.033333333333333326,1.0,14.0,,,,221.7,437.0,331.3666666666667,432.0,352.8333333333333,466.0,392.73333333333335,486.0,16
